Wall time,Step,Value
1775453682.125442,3736,1959.0
1775453741.7798197,3737,1984.0
1775453816.3206306,3738,2519.0
1775453877.433863,3739,2114.0
1775453923.270807,3740,1547.0
1775453970.6507082,3741,1646.0
1775454024.082631,3742,1916.0
1775454094.8483164,3743,2513.0
1775454150.9982734,3744,1914.0
1775454228.140257,3745,2658.0
1775454293.9970865,3746,2185.0
1775454369.072071,3747,2475.0
1775454450.6385138,3748,2751.0
1775454505.4286618,3749,1937.0
1775454559.0727057,3750,1892.0
1775454625.3208315,3751,2290.0
1775454678.3886836,3752,1834.0
1775454734.8348284,3753,2001.0
1775454804.3345206,3754,2406.0
1775454862.65226,3755,2124.0
1775454915.203216,3756,1791.0
1775454979.7466357,3757,2247.0
1775455040.364936,3758,2154.0
1775455080.5397182,3759,1450.0
1775455142.3585298,3760,2123.0
1775455187.233097,3761,1520.0
1775455256.9722247,3762,2383.0
1775455328.2513797,3763,2417.0
1775455389.2950356,3764,2147.0
1775455452.482165,3765,2231.0
1775455521.9871035,3766,2356.0
1775455592.3532877,3767,2456.0
1775455663.4149365,3768,2485.0
1775455732.1070821,3769,2415.0
1775455806.0082767,3770,2589.0
1775455859.720664,3771,1923.0
1775455934.1868782,3772,2607.0
1775455992.8714845,3773,2089.0
1775456052.231113,3774,2062.0
1775456125.3958683,3775,2500.0
1775456195.8714645,3776,2409.0
1775456255.1326468,3777,2043.0
1775456324.5594807,3778,2433.0
1775456401.6060467,3779,2611.0
1775456477.4013116,3780,2616.0
1775456545.6184037,3781,2403.0
1775456612.199064,3782,2313.0
1775456691.6678429,3783,2672.0
1775456754.6836717,3784,2221.0
1775456812.6244864,3785,2144.0
1775456886.7525492,3786,2560.0
1775456941.1629999,3787,1932.0
1775457003.8667426,3788,2192.0
1775457066.0432312,3789,2146.0
1775457134.6285565,3790,2403.0
1775457189.6639621,3791,1953.0
1775457252.2846932,3792,2253.0
1775457316.9888628,3793,2206.0
1775457377.0852053,3794,2112.0
1775457429.4904401,3795,1884.0
1775457496.1434608,3796,2310.0
1775457555.725893,3797,2154.0
1775457617.4700468,3798,2135.0
1775457676.479965,3799,2090.0
1775457743.8501563,3800,2393.0
1775457798.8146577,3801,1917.0
1775457864.8141992,3802,2306.0
1775457916.293411,3803,1858.0
1775457977.3679879,3804,2103.0
1775458047.1390853,3805,2484.0
1775458113.8627424,3806,2306.0
1775458183.7078497,3807,2419.0
1775458242.2440505,3808,2057.0
1775458308.8277364,3809,2288.0
1775458361.3601673,3810,1963.0
1775458433.635293,3811,2534.0
1775458509.583771,3812,2572.0
1775458571.2428083,3813,2172.0
1775458645.3349893,3814,2582.0
1775458719.2208495,3815,2514.0
1775458765.2112184,3816,1697.0
1775458822.2962122,3817,1975.0
1775458883.1442554,3818,2176.0
1775458941.9078634,3819,2095.0
1775458995.242739,3820,1981.0
1775459051.2211618,3821,1982.0
1775459101.2643692,3822,1819.0
1775459160.189272,3823,2072.0
1775459214.5373487,3824,1947.0
1775459279.353227,3825,2192.0
1775459335.530726,3826,2052.0
1775459397.9378638,3827,2226.0
1775459453.0278058,3828,1958.0
1775459502.6834435,3829,1769.0
1775459562.9178972,3830,2135.0
1775459619.9990284,3831,2019.0
